date,chinese_yuan_to_usd,euro_to_usd,japanese_yen_to_usd,uk_pound_to_usd,us_dollar_to_usd,algerian_dinar_to_usd,australian_dollar_to_usd,bahrain_dinar_to_usd,botswana_pula_to_usd,brazilian_real_to_usd,brunei_dollar_to_usd,canadian_dollar_to_usd,chilean_peso_to_usd,colombian_peso_to_usd,czech_koruna_to_usd,danish_krone_to_usd,hungarian_forint_to_usd,icelandic_krona_to_usd,indian_rupee_to_usd,indonesian_rupiah_to_usd,iranian_rial_to_usd,israeli_new_shekel_to_usd,kazakhstani_tenge_to_usd,korean_won_to_usd,kuwaiti_dinar_to_usd,libyan_dinar_to_usd,malaysian_ringgit_to_usd,mauritian_rupee_to_usd,mexican_peso_to_usd,nepalese_rupee_to_usd,new_zealand_dollar_to_usd,norwegian_krone_to_usd,omani_rial_to_usd,pakistani_rupee_to_usd,peruvian_sol_to_usd,philippine_peso_to_usd,polish_zloty_to_usd,qatari_riyal_to_usd,russian_ruble_to_usd,saudi_arabian_riyal_to_usd,singapore_dollar_to_usd,south_african_rand_to_usd,sri_lankan_rupee_to_usd,swedish_krona_to_usd,swiss_franc_to_usd,thai_baht_to_usd,trinidadian_dollar_to_usd,tunisian_dinar_to_usd,uae_dirham_to_usd,uruguayan_peso_to_usd,bolivar_fuerte_to_usd
2004-01-16,0.1208211001969384,1.2493,0.0094250706880301,1.8115,1.0,,0.7708,2.6595744680851063,0.2101,0.3556440714133295,0.5884429798752501,0.7705347511172753,0.0017557412739658,0.0003671301072387,0.0381810545607269,0.1677233236053805,0.0046768309793284,0.0142755174875089,0.022002200220022,0.000119574315437,0.000119615123317,0.2272210861167916,,0.0008421761832575,,0.5175000401062532,0.2631578947368421,0.0388462659026901,0.0924453647894094,,0.6724,0.1452496114572893,2.600780234070221,0.0174168844502926,,,0.2643893926975649,0.2747252747252747,0.0346266382728232,0.2666666666666666,0.5884429798752501,0.1364256480218281,0.010194500882334,0.1362397820163488,0.7977662544874351,0.0256429981793471,0.1592559561727608,,0.2722940776038121,,
2004-01-19,,1.2373,0.00938526513374,1.7858999999999998,1.0,,0.758,2.6595744680851063,,0.3549119818285065,0.5854458169896376,0.7679901697258275,,0.0003664748781471,0.0377145012257212,0.166118475696867,,0.0143389733295096,0.0220215811495265,0.0001195457262402,,0.2261931689662972,,0.0008423890152472,3.39328130302002,0.5175000401062532,0.2631578947368421,0.0389458146880245,,0.013550135501355,,0.1437628488046119,2.600780234070221,0.0174172484753376,,,0.2620201755535176,0.2747252747252747,0.0347269248266258,0.2666666666666666,0.5854458169896376,0.1375515818431912,0.0101858406628945,0.1348163127738456,0.7870297497245397,0.0256108180095272,0.1593396962985388,,0.2722940776038121,,
2004-01-20,0.1208167210341911,1.2536,0.0093023255813953,1.8078000000000003,1.0,,0.7575000000000001,2.6595744680851063,0.21135,0.3519763471894688,0.5839416058394161,0.7774840615767377,0.0017461453840646,0.0003664748781471,0.0380923358220326,0.1683416662458125,0.0047221041696179,0.014436263894904,0.0220167327168648,0.000119189511323,,0.225886604924328,,0.0008433836552247,3.39328130302002,0.5175000401062532,0.2631578947368421,0.0389471798347081,0.0921913893242371,0.013550135501355,,0.1456918907893586,2.600780234070221,,,,0.2634976680456378,0.2747252747252747,0.0347399540737807,0.2666666666666666,0.5839416058394161,0.1375515818431912,0.0101782206434671,0.1358695652173913,0.7955449482895784,0.0255963960274393,0.1599002222613089,,0.2722940776038121,,
2004-01-21,0.120815261383818,1.2607,0.0093300988990483,1.8304,1.0,,0.7698000000000002,2.6595744680851063,0.21495,0.3524353281172904,0.5873715124816447,0.7686985932815743,0.001763264154603,0.0003661997619701,0.0384585801092223,0.169284940411701,0.004792944785276,0.0145327713995058,0.0220312844238819,0.0001191043353978,0.0001203353282258,0.2261420171867933,,,3.39328130302002,0.5175000401062532,0.2631578947368421,0.039017233912219,0.0913066900411793,,,0.1459151065909853,2.600780234070221,0.0174172484753376,,,0.2678523597792897,0.2747252747252747,0.0347190878601237,0.2666666666666666,0.5873715124816447,0.1405481377371749,0.0101646882795045,0.1375515818431912,0.8045052292839903,0.0256160663968441,0.1593498526013863,,0.2722940776038121,,
2004-01-22,0.120815261383818,1.271,0.0093562874251497,1.8438,1.0,,0.7732,2.6595744680851063,0.21595,0.3520011264036045,,0.7711884013264441,0.0017704442044508,0.0003648623009676,0.0386862161012031,0.1706280819697306,0.0048264877648535,0.0146028037383177,0.0220264317180616,,0.000120259095084,,,,3.39328130302002,0.5175000401062532,0.2631578947368421,,0.0908991746354943,0.013550135501355,,0.1487763148106821,2.600780234070221,0.0174172484753376,,,0.2700294332082197,0.2747252747252747,,0.2666666666666666,,0.1411432604093154,0.0101258850023492,0.1388406803193335,0.8101101749837978,0.0256232864427191,0.1599283520982599,,0.2722940776038121,,
2004-01-23,0.120815261383818,1.2692,0.0094161958568738,1.8476,1.0,,0.7773,2.6595744680851063,0.2145,0.3520011264036045,,0.7622532205198567,0.0017675339366515,0.0003645802951642,0.0384911470361816,0.1703722633955192,0.0048513074273516,0.0146799765120375,0.0220458553791887,0.0001191753068764,0.0001204827463693,0.2253267237494366,,,,0.5175000401062532,0.2631578947368421,0.0390365772729047,0.0912242291552636,,,0.1477017606049864,2.600780234070221,0.0174172484753376,,,0.2719978240174078,0.2747252747252747,0.0350245522110999,0.2666666666666666,,0.1401541695865452,0.0101580284485744,0.1398601398601398,0.8128759551292473,0.0255865721669267,0.1596118240439251,,0.2722940776038121,,
2004-01-26,0.120815261383818,1.2575,0.0094144228958764,1.8279000000000003,1.0,,,2.6595744680851063,0.21255,0.3517782389981356,0.5894488653109343,0.761266747868453,0.0017446222020621,0.0003639381014077,0.0381693957784648,0.1688134105373331,0.004787437763309,0.0145180023228803,,0.0001186943620178,0.0001189195258006,0.2243661655822302,,0.0008413259296651,3.39328130302002,0.5175000401062532,0.2631578947368421,0.039066772928289,0.0915935444869845,0.0135510535944169,0.6715,0.1459832703172216,2.600780234070221,0.0174172484753376,,,0.267379679144385,0.2747252747252747,0.0350922751374739,0.2666666666666666,0.5894488653109343,0.1383125864453665,0.01016621765872,0.1371742112482853,0.8027614995584812,0.0254608412261941,0.1595659805329503,,0.2722940776038121,,
2004-01-27,0.120815261383818,1.2517,0.0094206311822892,1.8066,1.0,,0.7695,2.6595744680851063,0.21455,0.3518277451359814,0.5892751915144372,0.766342248448157,0.0017282798430721,0.0003614166085388,0.038028597505324,0.1680474566017443,0.0047472110135295,0.0144550448106389,0.0220458553791887,0.0001183291918116,0.0001192227660197,0.2239641657334826,,0.0008463100880162,3.39328130302002,0.5175000401062532,0.2631578947368421,0.0392510892177257,0.0919210581952219,0.0135510535944169,0.66905,0.1455286327584952,2.600780234070221,0.0174172484753376,,,0.2637826431020839,0.2747252747252747,0.0350706146826635,0.2666666666666666,0.5892751915144372,0.1402524544179523,0.010200449023766,0.1357312521208008,0.7963051441312311,0.025478356136462,0.1595405232929164,,0.2722940776038121,,
2004-01-28,0.120815261383818,1.2563,0.0094161958568738,1.834,1.0,,0.777,2.6595744680851063,0.2169999999999999,0.3499072745722383,0.5896574090453447,0.7566013467503971,0.0017316017316017,0.0003654596751794,0.0379794910748196,0.1686653510769283,0.0047885840157065,0.0145116819039326,0.0220555800617556,,0.0001201955247717,0.2230649118893598,,0.0008494733265375,3.39328130302002,0.5175000401062532,0.2631578947368421,0.0393925666226783,0.0916212378029227,0.0135510535944169,0.6777,0.1447010476355849,2.600780234070221,0.0174172484753376,,,0.2662619485049391,0.2747252747252747,0.035106196243637,0.2666666666666666,0.5896574090453447,0.1440922190201729,0.0102702302996442,0.1383125864453665,0.8037293039704227,0.0255649861949074,0.159558342507938,,0.2722940776038121,,
2004-01-29,0.1208167210341911,1.2468,0.0094250706880301,1.8248,1.0,,0.7713,2.6595744680851063,0.2167,0.3474997393751954,0.5884083553986467,0.7496813854112002,0.0017093140522708,0.0003674363232851,0.0375304935259898,0.1673752217721688,0.0047521741196597,0.0143905597927759,0.022050716648291,0.0001185958254269,0.0001197308916601,0.2231146809460062,,0.000852514919011,3.39328130302002,0.5175000401062532,0.2631578947368421,0.0393494744877682,0.0902176952987559,0.013550135501355,0.676,0.1422636999943094,2.600780234070221,0.0174172484753376,,,0.2638522427440633,0.2747252747252747,0.0350980639907902,0.2666666666666666,0.5884083553986467,0.141743444365698,0.0102575990858427,0.136892539356605,0.7999360051195904,0.0254952451367819,0.159683188553909,,0.2722940776038121,,
2004-01-30,0.12081964044075,1.2384,0.0094366330093422,1.8108,1.0,,0.7644,2.6595744680851063,0.2159,0.3421376762009032,0.5875440658049353,0.7539203860072377,0.0016756593719628,0.0003648902592545,0.0371871629913353,0.1662399840409615,0.0046685340802987,0.0143575017946877,0.0220701831825204,0.0001184693756663,0.0001192442189361,0.2230649118893598,,0.0008520790729379,,0.5175000401062532,0.2631578947368421,0.0392018503273354,0.0907325748090079,,0.6694,0.1420353668063347,2.600780234070221,0.0174172484753376,,,0.259888767607464,0.2747252747252747,0.0350954772458473,0.2666666666666666,0.5875440658049353,0.1428571428571428,0.0102561998728231,0.1349072512647554,0.7923930269413629,0.0254692713241474,0.1595456140910686,,0.2722940776038121,,
